	fxns_by_genome	category	TG9	Cluster_3B	genomes_other	Cluster_3B_other	genomes_other_percent	Cluster_3B_other_percent	genomes_total_percent
Thiamine thiazole synthase	7	Cloud	0	0	7	0	5.42635658914729	0	4.86111111111111
Tn3 family transposase Tn3	7	Cloud	0	1	6	1	4.65116279069767	7.14285714285714	4.86111111111111
Toxin Doc	7	Cloud	0	0	7	0	5.42635658914729	0	4.86111111111111
Transcriptional regulatory protein EmbR	7	Cloud	0	4	3	4	2.32558139534884	28.5714285714286	4.86111111111111
UDP-N-acetylglucosamine 2-epimerase	7	Cloud	0	6	1	6	0.775193798449612	42.8571428571429	4.86111111111111
2-hydroxyisocaproyl-CoA dehydratase activator	8	Cloud	0	1	7	1	5.42635658914729	7.14285714285714	5.55555555555556
2-pyrone-4,6-dicarbaxylate hydrolase	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
2,5-diketocamphane 1,2-monooxygenase 1	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
3-hexulose-6-phosphate isomerase	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
3-methylcatechol 2,3-dioxygenase	8	Cloud	0	2	6	2	4.65116279069767	14.2857142857143	5.55555555555556
3-methylitaconate isomerase	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
3-sulfolactaldehyde reductase	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
6-hydroxy-3-succinoylpyridine 3-monooxygenase HspB	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
Benzoyl-CoA reductase subunit B	8	Cloud	0	1	7	1	5.42635658914729	7.14285714285714	5.55555555555556
Benzoyl-CoA reductase subunit C	8	Cloud	0	1	7	1	5.42635658914729	7.14285714285714	5.55555555555556
Crotonyl-CoA carboxylase/reductase	8	Cloud	0	1	7	1	5.42635658914729	7.14285714285714	5.55555555555556
Decarboxylase NovR	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
Diacetylchitobiose uptake system permease protein NgcG	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
Erythromycin C-12 hydroxylase	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
Exodeoxyribonuclease 8	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
Fluoroacetyl-CoA thioesterase	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
Gamma-glutamylanilide synthase	8	Cloud	0	1	7	1	5.42635658914729	7.14285714285714	5.55555555555556
Gamma-glutamylputrescine oxidoreductase	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
Gluconolactonase	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
Glutathione-regulated potassium-efflux system ancillary protein KefG	8	Cloud	0	6	2	6	1.55038759689922	42.8571428571429	5.55555555555556
Haloalkane dehalogenase 2	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
High-affinity proline transporter PutP	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
HTH-type transcriptional regulator CysL	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
IS110 family transposase ISAar29	8	Cloud	0	1	7	1	5.42635658914729	7.14285714285714	5.55555555555556
IS1380 family transposase IS1676	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
IS3 family transposase ISBli32	8	Cloud	0	6	2	6	1.55038759689922	42.8571428571429	5.55555555555556
IS30 family transposase ISPfr14	8	Cloud	0	1	7	1	5.42635658914729	7.14285714285714	5.55555555555556
ISAzo13 family transposase ISRop2	8	Cloud	0	4	4	4	3.10077519379845	28.5714285714286	5.55555555555556
Mycinamicin IV hydroxylase/epoxidase	8	Cloud	0	4	4	4	3.10077519379845	28.5714285714286	5.55555555555556
Mycolipanoate synthase	8	Cloud	0	1	7	1	5.42635658914729	7.14285714285714	5.55555555555556
pH-sensitive adenylate cyclase	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsA	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
Potassium channel	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
Propionyl-CoA carboxylase beta chain	8	Cloud	0	1	7	1	5.42635658914729	7.14285714285714	5.55555555555556
Purine-binding protein	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
Putative cytochrome P450 YjiB	8	Cloud	0	0	8	0	6.2015503875969	0	5.55555555555556
putative N-methylproline demethylase	8	Cloud	0	1	7	1	5.42635658914729	7.14285714285714	5.55555555555556
Thermoresistant gluconokinase	8	Cloud	0	8	0	8	0	57.1428571428571	5.55555555555556
UDP-N-acetylglucosamine 4-epimerase	8	Cloud	0	3	5	3	3.87596899224806	21.4285714285714	5.55555555555556
1-hydroxy-2-naphthoate 1,2-dioxygenasee	9	Cloud	0	3	6	3	4.65116279069767	21.4285714285714	6.25
3-hexulose-6-phosphate synthase	9	Cloud	0	0	9	0	6.97674418604651	0	6.25
4-oxalmesaconate hydratase	9	Cloud	0	0	9	0	6.97674418604651	0	6.25
Alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase	9	Cloud	0	3	6	3	4.65116279069767	21.4285714285714	6.25
Anthranilate 3-monooxygenase oxygenase component	9	Cloud	0	0	9	0	6.97674418604651	0	6.25
Beta-hexosaminidase	9	Cloud	0	0	9	0	6.97674418604651	0	6.25
Bicarbonate transporter BicA	9	Cloud	0	1	8	1	6.2015503875969	7.14285714285714	6.25
Cyclopentanone 1,2-monooxygenase	9	Cloud	0	6	3	6	2.32558139534884	42.8571428571429	6.25
Dimethyl sulfoxide reductase DmsA	9	Cloud	0	0	9	0	6.97674418604651	0	6.25
Epi-isozizaene 5-monooxygenase/(E)-beta-farnesene synthase	9	Cloud	0	0	9	0	6.97674418604651	0	6.25
FADH(2)-dependent monooxygenase TftD	9	Cloud	0	0	9	0	6.97674418604651	0	6.25
Glycerate 3-kinase	9	Cloud	0	2	7	2	5.42635658914729	14.2857142857143	6.25
Haloacetate dehalogenase H-1	9	Cloud	0	2	7	2	5.42635658914729	14.2857142857143	6.25
IS110 family transposase ISArsp3	9	Cloud	0	1	8	1	6.2015503875969	7.14285714285714	6.25
IS110 family transposase ISRhosp8	9	Cloud	0	0	9	0	6.97674418604651	0	6.25
IS3 family transposase ISAau1	9	Cloud	0	2	7	2	5.42635658914729	14.2857142857143	6.25
IS3 family transposase ISRru1	9	Cloud	0	3	6	3	4.65116279069767	21.4285714285714	6.25
IS5 family transposase ISGeob2	9	Cloud	0	3	6	3	4.65116279069767	21.4285714285714	6.25
L-lactate dehydrogenase	9	Cloud	0	0	9	0	6.97674418604651	0	6.25
L-serine dehydratase 2	9	Cloud	0	0	9	0	6.97674418604651	0	6.25
Malonate-semialdehyde dehydrogenase	9	Cloud	0	0	9	0	6.97674418604651	0	6.25
Methylmalonyl-CoA mutase	9	Cloud	0	3	6	3	4.65116279069767	21.4285714285714	6.25
Peroxiredoxin	9	Cloud	0	0	9	0	6.97674418604651	0	6.25
Phthalate 4,5-dioxygenase oxygenase subunit	9	Cloud	0	6	3	6	2.32558139534884	42.8571428571429	6.25
Phthiocerol synthesis polyketide synthase type I PpsC	9	Cloud	0	0	9	0	6.97674418604651	0	6.25
Polyketide biosynthesis cytochrome P450 PksS	9	Cloud	0	0	9	0	6.97674418604651	0	6.25
putative inner membrane transporter YedA	9	Cloud	0	1	8	1	6.2015503875969	7.14285714285714	6.25
Tn3 family transposase ISPa38	9	Cloud	0	4	5	4	3.87596899224806	28.5714285714286	6.25
tRNA-Glu(ttc)	9	Cloud	0	0	9	0	6.97674418604651	0	6.25
4-hydroxyphenylacetate 3-monooxygenase reductase component	10	Cloud	0	0	10	0	7.75193798449612	0	6.94444444444444
Acetolactate synthase isozyme 2 large subunit	10	Cloud	0	0	10	0	7.75193798449612	0	6.94444444444444
Antitoxin RelJ	10	Cloud	1	8	2	7	1.55038759689922	50	6.94444444444444
Butyryl-CoA:acetate CoA-transferase	10	Cloud	0	1	9	1	6.97674418604651	7.14285714285714	6.94444444444444
Carbohydrate diacid regulator	10	Cloud	0	0	10	0	7.75193798449612	0	6.94444444444444
Formate dehydrogenase H	10	Cloud	0	1	9	1	6.97674418604651	7.14285714285714	6.94444444444444
Glycerate dehydrogenase	10	Cloud	0	1	9	1	6.97674418604651	7.14285714285714	6.94444444444444
Glycerol-3-phosphate cytidylyltransferase	10	Cloud	0	0	10	0	7.75193798449612	0	6.94444444444444
IS200/IS605 family transposase ISEc42	10	Cloud	0	0	10	0	7.75193798449612	0	6.94444444444444
IS21 family transposase ISMt2	10	Cloud	0	3	7	3	5.42635658914729	21.4285714285714	6.94444444444444
IS481 family transposase ISMysp6	10	Cloud	0	2	8	2	6.2015503875969	14.2857142857143	6.94444444444444
IS5 family transposase ISRhosp9	10	Cloud	1	4	6	3	4.65116279069767	21.4285714285714	6.94444444444444
Lignostilbene-alpha,beta-dioxygenase isozyme I	10	Cloud	0	1	9	1	6.97674418604651	7.14285714285714	6.94444444444444
Na( )/H( )-K( ) antiporter GerN	10	Cloud	0	0	10	0	7.75193798449612	0	6.94444444444444
Oligopeptide transport system permease protein OppB	10	Cloud	0	3	7	3	5.42635658914729	21.4285714285714	6.94444444444444
Ornithine lipid N-methyltransferase	10	Cloud	0	0	10	0	7.75193798449612	0	6.94444444444444
Pentalenene oxygenase	10	Cloud	0	0	10	0	7.75193798449612	0	6.94444444444444
Pentalenic acid synthase	10	Cloud	0	0	10	0	7.75193798449612	0	6.94444444444444
Peptidoglycan glycosyltransferase MrdB	10	Cloud	0	0	10	0	7.75193798449612	0	6.94444444444444
Peptidoglycan-N-acetylglucosamine deacetylase	10	Cloud	1	10	0	9	0	64.2857142857143	6.94444444444444
Polysulfide reductase chain A	10	Cloud	0	0	10	0	7.75193798449612	0	6.94444444444444
Putative cytochrome P450 135A1	10	Cloud	0	0	10	0	7.75193798449612	0	6.94444444444444
putative fructoselysine utilization operon transcriptional repressor	10	Cloud	0	0	10	0	7.75193798449612	0	6.94444444444444
Sodium-dependent dicarboxylate transporter SdcS	10	Cloud	0	0	10	0	7.75193798449612	0	6.94444444444444
Tetracycline 7-halogenase	10	Cloud	0	0	10	0	7.75193798449612	0	6.94444444444444
1-aminocyclopropane-1-carboxylate deaminase	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
3-hydroxyadipyl-CoA dehydrogenase	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
5'-nucleotidase SurE	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
6-oxocamphor hydrolase	11	Cloud	0	2	9	2	6.97674418604651	14.2857142857143	7.63888888888889
ABC transporter periplasmic-binding protein YtfQ	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
ADP-ribosyl-[dinitrogen reductase] glycohydrolase	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
Aldose 1-epimerase	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
Arylsulfatase	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
Biphenyl 2,3-dioxygenase, ferredoxin component	11	Cloud	0	1	10	1	7.75193798449612	7.14285714285714	7.63888888888889
Cytochrome P450-terp	11	Cloud	0	1	10	1	7.75193798449612	7.14285714285714	7.63888888888889
D-methionine transport system permease protein MetI	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
Enterobactin synthase component F	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
Inner membrane ABC transporter permease protein YjfF	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
Inner membrane ABC transporter permease protein YtfT	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
Iron(3 )-hydroxamate-binding protein FhuD	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
IS1182 family transposase ISStsp11	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
IS21 family transposase ISFsp3	11	Cloud	0	1	10	1	7.75193798449612	7.14285714285714	7.63888888888889
IS3 family transposase ISRhosp1	11	Cloud	0	2	9	2	6.97674418604651	14.2857142857143	7.63888888888889
IS6 family transposase ISRssp3	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
ISL3 family transposase ISAar15	11	Cloud	1	8	3	7	2.32558139534884	50	7.63888888888889
N-acyl homoserine lactonase	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
Phenazine biosynthesis protein PhzD	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
Polyol:NADP oxidoreductase	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
putative cutinase cut3	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
Putative hydro-lyase	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
Putative metabolite transport protein YjhB	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
Quercetin 2,3-dioxygenase	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
Tagatose 1,6-diphosphate aldolase 2	11	Cloud	0	0	11	0	8.52713178294574	0	7.63888888888889
tRNA-Ser(gga)	11	Cloud	1	1	10	0	7.75193798449612	0	7.63888888888889
Unsaturated glucuronyl hydrolase	11	Cloud	1	9	2	8	1.55038759689922	57.1428571428571	7.63888888888889
(2S)-methylsuccinyl-CoA dehydrogenase	12	Cloud	0	1	11	1	8.52713178294574	7.14285714285714	8.33333333333333
2,2-dialkylglycine decarboxylase	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
Acetyltransferase	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
ATP-dependent helicase/nuclease subunit A	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
D-threitol-binding protein	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
FAD-dependent catabolic D-arginine dehydrogenase DauA	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
Fructose import binding protein FrcB	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
HTH-type transcriptional regulator AscG	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
HTH-type transcriptional regulator SrpS	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
Inner membrane protein YnjF	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
IS21 family transposase ISLxx3	12	Cloud	0	2	10	2	7.75193798449612	14.2857142857143	8.33333333333333
L-ribulose-5-phosphate 4-epimerase UlaF	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
Lactaldehyde reductase	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
Modification methylase HaeIII	12	Cloud	0	1	11	1	8.52713178294574	7.14285714285714	8.33333333333333
Morphine 6-dehydrogenase	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
Multidrug-efflux transporter 1 regulator	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
O-acetyltransferase OatA	12	Cloud	0	2	10	2	7.75193798449612	14.2857142857143	8.33333333333333
Olefin beta-lactone synthetase	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
p-aminobenzoyl-glutamate transport protein	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
Phenolic acid decarboxylase PadC	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
Proline-rich 28 kDa antigen	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
Protein YghO	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
Protein YnjB	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
putative amino-acid import ATP-binding protein YxeO	12	Cloud	0	12	0	12	0	85.7142857142857	8.33333333333333
putative D,D-dipeptide transport ATP-binding protein DdpD	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
putative D,D-dipeptide transport system permease protein DdpB	12	Cloud	0	1	11	1	8.52713178294574	7.14285714285714	8.33333333333333
putative glucarate transporter	12	Cloud	0	6	6	6	4.65116279069767	42.8571428571429	8.33333333333333
putative HTH-type transcriptional regulator YybR	12	Cloud	0	6	6	6	4.65116279069767	42.8571428571429	8.33333333333333
Putative malate oxidoreductase [NAD]	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
putative metallo-hydrolase	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
Putative zinc metalloprotease Rip3	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
Ribose import binding protein RbsB	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
Ribulokinase	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
Salicylate synthase	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
Sulfoquinovose isomerase	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
Transcriptional repressor MprA	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
Type-2 restriction enzyme NaeI	12	Cloud	0	0	12	0	9.30232558139535	0	8.33333333333333
5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU	13	Cloud	0	0	13	0	10.077519379845	0	9.02777777777778
Alpha-keto-acid decarboxylase	13	Cloud	0	0	13	0	10.077519379845	0	9.02777777777778
Biphenyl-2,3-diol 1,2-dioxygenase 2	13	Cloud	0	0	13	0	10.077519379845	0	9.02777777777778
Copper transport protein YcnJ	13	Cloud	0	0	13	0	10.077519379845	0	9.02777777777778
Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL	13	Cloud	0	0	13	0	10.077519379845	0	9.02777777777778
Fructose import permease protein FrcC	13	Cloud	0	0	13	0	10.077519379845	0	9.02777777777778
GTP 3',8-cyclase	13	Cloud	0	0	13	0	10.077519379845	0	9.02777777777778
HTH-type transcriptional activator HxlR	13	Cloud	0	0	13	0	10.077519379845	0	9.02777777777778
HTH-type transcriptional regulator TauR	13	Cloud	0	0	13	0	10.077519379845	0	9.02777777777778
IS701 family transposase ISRhosp2	13	Cloud	0	6	7	6	5.42635658914729	42.8571428571429	9.02777777777778
IS701 family transposase ISSav4	13	Cloud	0	6	7	6	5.42635658914729	42.8571428571429	9.02777777777778
ISNCY family transposase ISBli29	13	Cloud	1	6	7	5	5.42635658914729	35.7142857142857	9.02777777777778
Isoquinoline 1-oxidoreductase subunit alpha	13	Cloud	0	0	13	0	10.077519379845	0	9.02777777777778
Isoquinoline 1-oxidoreductase subunit beta	13	Cloud	0	0	13	0	10.077519379845	0	9.02777777777778
Multidrug export protein MepA	13	Cloud	0	0	13	0	10.077519379845	0	9.02777777777778
NAD-dependent dihydropyrimidine dehydrogenase subunit PreA	13	Cloud	0	0	13	0	10.077519379845	0	9.02777777777778
Nickel-binding protein NikA	13	Cloud	0	0	13	0	10.077519379845	0	9.02777777777778
Nitrate import permease protein NrtB	13	Cloud	0	3	10	3	7.75193798449612	21.4285714285714	9.02777777777778
p-cumate 2,3-dioxygenase system, large oxygenase component	13	Cloud	0	0	13	0	10.077519379845	0	9.02777777777778
Parathion hydrolase	13	Cloud	0	5	8	5	6.2015503875969	35.7142857142857	9.02777777777778
Periplasmic murein peptide-binding protein	13	Cloud	0	6	7	6	5.42635658914729	42.8571428571429	9.02777777777778
Protein LacX, plasmid	13	Cloud	0	0	13	0	10.077519379845	0	9.02777777777778
Putative aminoacrylate peracid reductase RutC	13	Cloud	0	0	13	0	10.077519379845	0	9.02777777777778
putative BsuMI modification methylase subunit YdiO	13	Cloud	0	0	13	0	10.077519379845	0	9.02777777777778
putative serine/threonine-protein kinase PkwA	13	Cloud	1	13	0	12	0	85.7142857142857	9.02777777777778
Pyruvate-flavodoxin oxidoreductase	13	Cloud	0	0	13	0	10.077519379845	0	9.02777777777778
Regulator of ribonuclease activity A	13	Cloud	0	2	11	2	8.52713178294574	14.2857142857143	9.02777777777778
Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase	13	Cloud	0	0	13	0	10.077519379845	0	9.02777777777778
Urease subunit gamma	13	Cloud	1	13	0	12	0	85.7142857142857	9.02777777777778
2-hydroxy-1,4-benzoquinone reductase	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
50S ribosomal protein L34	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
Aldehyde dehydrogenase	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
Altronate oxidoreductase	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
Biphenyl 2,3-dioxygenase subunit beta	14	Cloud	0	2	12	2	9.30232558139535	14.2857142857143	9.72222222222222
Bleomycin resistance protein	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
Cadmium resistance transcriptional regulatory protein CadC	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
Cold shock protein ScoF	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
Endoribonuclease MazF4	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
ESAT-6-like protein EsxU	14	Cloud	1	14	0	13	0	92.8571428571429	9.72222222222222
High-affinity nickel transport protein	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
Ion-translocating oxidoreductase complex subunit B	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
IS3 family transposase ISBli10	14	Cloud	0	5	9	5	6.97674418604651	35.7142857142857	9.72222222222222
IS5 family transposase IS4811	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
ISL3 family transposase IS204	14	Cloud	1	9	5	8	3.87596899224806	57.1428571428571	9.72222222222222
L-arabinose isomerase	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
L-aspartate dehydrogenase	14	Cloud	1	14	0	13	0	92.8571428571429	9.72222222222222
Macrolide export ATP-binding/permease protein MacB	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
Multiple sugar-binding periplasmic receptor ChvE	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
N-succinyl-L-Arg/Lys racemase	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
Nicotinate dehydrogenase small FeS subunit	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
Nicotinate phosphoribosyltransferase pncB2	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
Protein LemA	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
putative CoA-transferase	14	Cloud	0	4	10	4	7.75193798449612	28.5714285714286	9.72222222222222
Putative cytochrome P450 143	14	Cloud	0	2	12	2	9.30232558139535	14.2857142857143	9.72222222222222
Putative peptide transport permease protein	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
putative protein archease	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
putative sulfoacetate transporter SauU	14	Cloud	0	6	8	6	6.2015503875969	42.8571428571429	9.72222222222222
Putrescine aminotransferase	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
Rubber oxygenase	14	Cloud	1	8	6	7	4.65116279069767	50	9.72222222222222
Rubredoxin-2	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
Sarcosine oxidase subunit alpha	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
Sarcosine oxidase subunit delta	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
Sarcosine oxidase subunit gamma	14	Cloud	0	0	14	0	10.8527131782946	0	9.72222222222222
