"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000236965_prok","GCA_000763325_prok","GCA_001465325_prok","GCA_001665495_prok","GCA_001886355_prok","GCA_001894905_prok","GCA_002215235_prok","GCA_003004765_prok","GCA_003288095_prok","GCA_003633655_prok","GCA_004153645_prok","GCA_009831075_prok","GCA_900105195_prok","GCA_900177695_prok","GCA_900455725_prok"
"rimP","","Ribosome maturation factor RimP","15","15","1","43","1769","","","","599","599","599","GCA_000236965_prok_00684","GCA_000763325_prok_03127","GCA_001465325_prok_01097","GCA_001665495_prok_02873","GCA_001886355_prok_01205","GCA_001894905_prok_02007","GCA_002215235_prok_03808","GCA_003004765_prok_03571","GCA_003288095_prok_02428","GCA_003633655_prok_00646","GCA_004153645_prok_02315","GCA_009831075_prok_00799","GCA_900105195_prok_03206","GCA_900177695_prok_02708","GCA_900455725_prok_00782"
"group_2463","","Catechol O-methyltransferase","15","15","1","43","1766","","","","410","659","642","GCA_000236965_prok_00687","GCA_000763325_prok_03124","GCA_001465325_prok_01101","GCA_001665495_prok_02876","GCA_001886355_prok_01202","GCA_001894905_prok_02010","GCA_002215235_prok_03811","GCA_003004765_prok_03568","GCA_003288095_prok_02425","GCA_003633655_prok_00649","GCA_004153645_prok_02312","GCA_009831075_prok_00802","GCA_900105195_prok_03209","GCA_900177695_prok_02705","GCA_900455725_prok_00779"
"yaaA","","Peroxide stress resistance protein YaaA","15","15","1","43","1756","","","","743","743","743","GCA_000236965_prok_00689","GCA_000763325_prok_03122","GCA_001465325_prok_01103","GCA_001665495_prok_02878","GCA_001886355_prok_01200","GCA_001894905_prok_02012","GCA_002215235_prok_03813","GCA_003004765_prok_03566","GCA_003288095_prok_02423","GCA_003633655_prok_00651","GCA_004153645_prok_02303","GCA_009831075_prok_00804","GCA_900105195_prok_03211","GCA_900177695_prok_02703","GCA_900455725_prok_00777"
"group_2493","","hypothetical protein","15","15","1","43","7576","","","","1694","1694","1694","GCA_000236965_prok_00778","GCA_000763325_prok_03871","GCA_001465325_prok_03557","GCA_001665495_prok_03318","GCA_001886355_prok_01962","GCA_001894905_prok_00744","GCA_002215235_prok_02585","GCA_003004765_prok_04282","GCA_003288095_prok_03153","GCA_003633655_prok_04979","GCA_004153645_prok_01423","GCA_009831075_prok_01277","GCA_900105195_prok_02533","GCA_900177695_prok_04421","GCA_900455725_prok_01409"
"group_2494","","hypothetical protein","15","15","1","43","7573","","","","419","422","419","GCA_000236965_prok_00781","GCA_000763325_prok_03874","GCA_001465325_prok_03554","GCA_001665495_prok_03315","GCA_001886355_prok_01965","GCA_001894905_prok_00741","GCA_002215235_prok_02588","GCA_003004765_prok_04285","GCA_003288095_prok_03156","GCA_003633655_prok_04976","GCA_004153645_prok_01426","GCA_009831075_prok_01274","GCA_900105195_prok_02530","GCA_900177695_prok_04424","GCA_900455725_prok_01412"
"group_2495","","hypothetical protein","15","15","1","43","7569","","","","518","542","524","GCA_000236965_prok_00785","GCA_000763325_prok_03878","GCA_001465325_prok_03550","GCA_001665495_prok_03311","GCA_001886355_prok_01969","GCA_001894905_prok_00737","GCA_002215235_prok_02592","GCA_003004765_prok_04289","GCA_003288095_prok_03160","GCA_003633655_prok_04972","GCA_004153645_prok_01430","GCA_009831075_prok_01270","GCA_900105195_prok_02526","GCA_900177695_prok_04428","GCA_900455725_prok_01416"
"msrA_2","","Peptide methionine sulfoxide reductase MsrA","15","15","1","43","7499","","","","521","521","521","GCA_000236965_prok_00827","GCA_000763325_prok_03922","GCA_001465325_prok_03484","GCA_001665495_prok_02332","GCA_001886355_prok_02013","GCA_001894905_prok_00691","GCA_002215235_prok_00957","GCA_003004765_prok_04351","GCA_003288095_prok_03203","GCA_003633655_prok_04929","GCA_004153645_prok_01478","GCA_009831075_prok_00178","GCA_900105195_prok_02480","GCA_900177695_prok_04476","GCA_900455725_prok_01464"
"nuoN","","NADH-quinone oxidoreductase subunit N","15","15","1","43","7498","","","","1604","1604","1604","GCA_000236965_prok_00828","GCA_000763325_prok_03923","GCA_001465325_prok_03483","GCA_001665495_prok_02333","GCA_001886355_prok_02014","GCA_001894905_prok_00690","GCA_002215235_prok_00958","GCA_003004765_prok_04352","GCA_003288095_prok_03204","GCA_003633655_prok_04928","GCA_004153645_prok_01479","GCA_009831075_prok_00177","GCA_900105195_prok_02479","GCA_900177695_prok_04477","GCA_900455725_prok_01465"
"rsxC","","hypothetical protein","15","15","1","43","7490","","","","2186","2186","2186","GCA_000236965_prok_00836","GCA_000763325_prok_03931","GCA_001465325_prok_03475","GCA_001665495_prok_02341","GCA_001886355_prok_02022","GCA_001894905_prok_00682","GCA_002215235_prok_00966","GCA_003004765_prok_04360","GCA_003288095_prok_03212","GCA_003633655_prok_04920","GCA_004153645_prok_01487","GCA_009831075_prok_00169","GCA_900105195_prok_02471","GCA_900177695_prok_04485","GCA_900455725_prok_01473"
"group_2499","","hypothetical protein","15","15","1","43","7482","","","","287","287","287","GCA_000236965_prok_00844","GCA_000763325_prok_03938","GCA_001465325_prok_03469","GCA_001665495_prok_02347","GCA_001886355_prok_02029","GCA_001894905_prok_00676","GCA_002215235_prok_00972","GCA_003004765_prok_04366","GCA_003288095_prok_03218","GCA_003633655_prok_04914","GCA_004153645_prok_01494","GCA_009831075_prok_00162","GCA_900105195_prok_02465","GCA_900177695_prok_04492","GCA_900455725_prok_01480"
"yhfQ","","Putative ABC transporter substrate-binding lipoprotein YhfQ","15","15","1","43","7481","","","","1028","1064","1035","GCA_000236965_prok_00845","GCA_000763325_prok_03939","GCA_001465325_prok_03468","GCA_001665495_prok_02348","GCA_001886355_prok_02030","GCA_001894905_prok_00675","GCA_002215235_prok_00973","GCA_003004765_prok_04367","GCA_003288095_prok_03219","GCA_003633655_prok_04913","GCA_004153645_prok_01495","GCA_009831075_prok_00161","GCA_900105195_prok_02464","GCA_900177695_prok_04493","GCA_900455725_prok_01481"
"ydeA","","putative protease YdeA","15","15","1","43","7476","","","","617","644","620","GCA_000236965_prok_00850","GCA_000763325_prok_03944","GCA_001465325_prok_03463","GCA_001665495_prok_02353","GCA_001886355_prok_02035","GCA_001894905_prok_00670","GCA_002215235_prok_00978","GCA_003004765_prok_04372","GCA_003288095_prok_03224","GCA_003633655_prok_04908","GCA_004153645_prok_01500","GCA_009831075_prok_00156","GCA_900105195_prok_02459","GCA_900177695_prok_04498","GCA_900455725_prok_01486"
"group_2502","","hypothetical protein","15","15","1","43","7475","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","197","521","461","GCA_000236965_prok_00851","GCA_000763325_prok_03945","GCA_001465325_prok_03462","GCA_001665495_prok_02354","GCA_001886355_prok_02036","GCA_001894905_prok_00669","GCA_002215235_prok_00979","GCA_003004765_prok_04373","GCA_003288095_prok_03225","GCA_003633655_prok_04907","GCA_004153645_prok_01501","GCA_009831075_prok_00155","GCA_900105195_prok_02458","GCA_900177695_prok_04499","GCA_900455725_prok_01487"
"group_2503","","hypothetical protein","15","15","1","43","7455","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","986","1094","993","GCA_000236965_prok_00871","GCA_000763325_prok_03964","GCA_001465325_prok_03441","GCA_001665495_prok_02373","GCA_001886355_prok_02056","GCA_001894905_prok_00651","GCA_002215235_prok_00999","GCA_003004765_prok_04391","GCA_003288095_prok_03243","GCA_003633655_prok_04889","GCA_004153645_prok_01519","GCA_009831075_prok_00134","GCA_900105195_prok_02440","GCA_900177695_prok_04520","GCA_900455725_prok_01505"
"group_2504","","putative HTH-type transcriptional regulator","15","15","1","43","7435","","","","629","692","633","GCA_000236965_prok_00890","GCA_000763325_prok_03982","GCA_001465325_prok_03422","GCA_001665495_prok_02391","GCA_001886355_prok_02073","GCA_001894905_prok_00633","GCA_002215235_prok_01018","GCA_003004765_prok_04410","GCA_003288095_prok_03261","GCA_003633655_prok_04871","GCA_004153645_prok_01537","GCA_009831075_prok_00113","GCA_900105195_prok_02422","GCA_900177695_prok_04539","GCA_900455725_prok_01523"
"group_2505","","hypothetical protein","15","15","1","43","7427","","","","1289","1292","1289","GCA_000236965_prok_00898","GCA_000763325_prok_03990","GCA_001465325_prok_03416","GCA_001665495_prok_02399","GCA_001886355_prok_02081","GCA_001894905_prok_00625","GCA_002215235_prok_01025","GCA_003004765_prok_04418","GCA_003288095_prok_03269","GCA_003633655_prok_04863","GCA_004153645_prok_01543","GCA_009831075_prok_00107","GCA_900105195_prok_02414","GCA_900177695_prok_04547","GCA_900455725_prok_01530"
"bioD","","ATP-dependent dethiobiotin synthetase BioD","15","15","1","43","7416","","","","698","713","711","GCA_000236965_prok_00909","GCA_000763325_prok_04001","GCA_001465325_prok_03405","GCA_001665495_prok_02410","GCA_001886355_prok_02092","GCA_001894905_prok_00614","GCA_002215235_prok_01036","GCA_003004765_prok_04425","GCA_003288095_prok_03281","GCA_003633655_prok_04852","GCA_004153645_prok_01554","GCA_009831075_prok_00096","GCA_900105195_prok_02403","GCA_900177695_prok_04554","GCA_900455725_prok_01541"
"treY","","Putative maltooligosyl trehalose synthase","15","15","1","43","7411","","","","2363","2402","2390","GCA_000236965_prok_00915","GCA_000763325_prok_04006","GCA_001465325_prok_03399","GCA_001665495_prok_02415","GCA_001886355_prok_02098","GCA_001894905_prok_00609","GCA_002215235_prok_01042","GCA_003004765_prok_04430","GCA_003288095_prok_03286","GCA_003633655_prok_04847","GCA_004153645_prok_01559","GCA_009831075_prok_00090","GCA_900105195_prok_02398","GCA_900177695_prok_04559","GCA_900455725_prok_01546"
"group_2513","","hypothetical protein","15","15","1","43","7405","","","","668","752","724","GCA_000236965_prok_00921","GCA_000763325_prok_04012","GCA_001465325_prok_03393","GCA_001665495_prok_02421","GCA_001886355_prok_02104","GCA_001894905_prok_00603","GCA_002215235_prok_01048","GCA_003004765_prok_04435","GCA_003288095_prok_03292","GCA_003633655_prok_04841","GCA_004153645_prok_01562","GCA_009831075_prok_00084","GCA_900105195_prok_02392","GCA_900177695_prok_04565","GCA_900455725_prok_01549"
"group_2514","","hypothetical protein","15","15","1","43","7400","","","","227","287","231","GCA_000236965_prok_00926","GCA_000763325_prok_04017","GCA_001465325_prok_03388","GCA_001665495_prok_02426","GCA_001886355_prok_02109","GCA_001894905_prok_00598","GCA_002215235_prok_01053","GCA_003004765_prok_04440","GCA_003288095_prok_03297","GCA_003633655_prok_04836","GCA_004153645_prok_01567","GCA_009831075_prok_00079","GCA_900105195_prok_02387","GCA_900177695_prok_04570","GCA_900455725_prok_01554"
"crtQ","","hypothetical protein","15","15","1","43","7361","","","","1217","1220","1217","GCA_000236965_prok_00961","GCA_000763325_prok_04052","GCA_001465325_prok_03348","GCA_001665495_prok_01452","GCA_001886355_prok_02144","GCA_001894905_prok_00563","GCA_002215235_prok_03634","GCA_003004765_prok_04475","GCA_003288095_prok_03332","GCA_003633655_prok_04801","GCA_004153645_prok_01603","GCA_009831075_prok_00044","GCA_900105195_prok_02352","GCA_900177695_prok_04605","GCA_900455725_prok_01590"
"group_2516","","DNA-binding protein","15","15","1","43","7355","","","","323","371","350","GCA_000236965_prok_00967","GCA_000763325_prok_04058","GCA_001465325_prok_03342","GCA_001665495_prok_01446","GCA_001886355_prok_02150","GCA_001894905_prok_00557","GCA_002215235_prok_03628","GCA_003004765_prok_04481","GCA_003288095_prok_03338","GCA_003633655_prok_04795","GCA_004153645_prok_01609","GCA_009831075_prok_00038","GCA_900105195_prok_02346","GCA_900177695_prok_04611","GCA_900455725_prok_01596"
"group_2517","","hypothetical protein","15","15","1","43","7346","","","","374","431","401","GCA_000236965_prok_00976","GCA_000763325_prok_04067","GCA_001465325_prok_03333","GCA_001665495_prok_01437","GCA_001886355_prok_02159","GCA_001894905_prok_00548","GCA_002215235_prok_03619","GCA_003004765_prok_04490","GCA_003288095_prok_03347","GCA_003633655_prok_04786","GCA_004153645_prok_01618","GCA_009831075_prok_00029","GCA_900105195_prok_02337","GCA_900177695_prok_04620","GCA_900455725_prok_01605"
"trpB_1","","Tryptophan synthase beta chain","15","15","1","43","3126","","","","998","1343","1308","GCA_000236965_prok_00994","GCA_000763325_prok_02575","GCA_001465325_prok_01967","GCA_001665495_prok_00317","GCA_001886355_prok_00640","GCA_001894905_prok_03181","GCA_002215235_prok_00254","GCA_003004765_prok_03087","GCA_003288095_prok_01897","GCA_003633655_prok_01207","GCA_004153645_prok_04028","GCA_009831075_prok_03596","GCA_900105195_prok_03757","GCA_900177695_prok_05386","GCA_900455725_prok_04462"
"group_2522","","hypothetical protein","15","15","1","43","3106","","","","494","494","494","GCA_000236965_prok_01007","GCA_000763325_prok_02588","GCA_001465325_prok_01954","GCA_001665495_prok_00208","GCA_001886355_prok_00654","GCA_001894905_prok_04601","GCA_002215235_prok_00269","GCA_003004765_prok_03102","GCA_003288095_prok_01910","GCA_003633655_prok_01195","GCA_004153645_prok_04012","GCA_009831075_prok_03579","GCA_900105195_prok_03745","GCA_900177695_prok_05371","GCA_900455725_prok_04478"
"garK","","Glycerate 2-kinase","15","15","1","43","3104","","","","959","959","959","GCA_000236965_prok_01009","GCA_000763325_prok_02590","GCA_001465325_prok_01952","GCA_001665495_prok_00206","GCA_001886355_prok_00656","GCA_001894905_prok_04599","GCA_002215235_prok_00271","GCA_003004765_prok_03104","GCA_003288095_prok_01912","GCA_003633655_prok_01193","GCA_004153645_prok_04010","GCA_009831075_prok_03577","GCA_900105195_prok_03743","GCA_900177695_prok_05369","GCA_900455725_prok_04480"
"group_2526","","hypothetical protein","15","15","1","43","3074","","","","512","512","512","GCA_000236965_prok_01036","GCA_000763325_prok_02616","GCA_001465325_prok_01921","GCA_001665495_prok_00182","GCA_001886355_prok_00683","GCA_001894905_prok_04575","GCA_002215235_prok_00301","GCA_003004765_prok_03131","GCA_003288095_prok_01936","GCA_003633655_prok_01167","GCA_004153645_prok_03980","GCA_009831075_prok_03547","GCA_900105195_prok_03719","GCA_900177695_prok_05342","GCA_900455725_prok_00353"
"group_2528","","Long-chain-fatty-acid--CoA ligase FadD17","15","15","1","43","2524","","","","1634","1634","1634","GCA_000236965_prok_03183","GCA_000763325_prok_01883","GCA_001465325_prok_04602","GCA_001665495_prok_00407","GCA_001886355_prok_04904","GCA_001894905_prok_02786","GCA_002215235_prok_04318","GCA_003004765_prok_02369","GCA_003288095_prok_01180","GCA_003633655_prok_01904","GCA_004153645_prok_03397","GCA_009831075_prok_01359","GCA_900105195_prok_04534","GCA_900177695_prok_00968","GCA_900455725_prok_03786"
"mcd","","(2S)-methylsuccinyl-CoA dehydrogenase","15","15","1","43","5681","","","","1151","1208","1154","GCA_000236965_prok_01060","GCA_000763325_prok_00720","GCA_001465325_prok_00307","GCA_001665495_prok_04183","GCA_001886355_prok_03466","GCA_001894905_prok_03471","GCA_002215235_prok_00790","GCA_003004765_prok_01202","GCA_003288095_prok_04581","GCA_003633655_prok_03468","GCA_004153645_prok_01189","GCA_009831075_prok_02630","GCA_900105195_prok_01181","GCA_900177695_prok_02287","GCA_900455725_prok_02755"
"group_2532","","hypothetical protein","15","15","1","43","5702","","","","1010","1070","1033","GCA_000236965_prok_01073","GCA_000763325_prok_00733","GCA_001465325_prok_00290","GCA_001665495_prok_02137","GCA_001886355_prok_03480","GCA_001894905_prok_03457","GCA_002215235_prok_00809","GCA_003004765_prok_01253","GCA_003288095_prok_04594","GCA_003633655_prok_03454","GCA_004153645_prok_01175","GCA_009831075_prok_02334","GCA_900105195_prok_01167","GCA_900177695_prok_02161","GCA_900455725_prok_02774"
"norG","","HTH-type transcriptional regulator NorG","15","15","1","43","5810","","","","1403","1403","1403","GCA_000236965_prok_01103","GCA_000763325_prok_00760","GCA_001465325_prok_00166","GCA_001665495_prok_02167","GCA_001886355_prok_03509","GCA_001894905_prok_03430","GCA_002215235_prok_00920","GCA_003004765_prok_01292","GCA_003288095_prok_04621","GCA_003633655_prok_03425","GCA_004153645_prok_01149","GCA_009831075_prok_02364","GCA_900105195_prok_01140","GCA_900177695_prok_02278","GCA_900455725_prok_02804"
"yfgD","","putative protein YfgD","15","15","1","43","10970","","","","347","440","365","GCA_000236965_prok_01152","GCA_000763325_prok_02279","GCA_001465325_prok_02558","GCA_001665495_prok_01931","GCA_001886355_prok_00317","GCA_001894905_prok_04353","GCA_002215235_prok_02542","GCA_003004765_prok_02789","GCA_003288095_prok_01592","GCA_003633655_prok_01505","GCA_004153645_prok_03029","GCA_009831075_prok_01771","GCA_900105195_prok_04138","GCA_900177695_prok_03642","GCA_900455725_prok_04144"
"group_2537","","hypothetical protein","15","15","1","43","10966","","","","446","473","447","GCA_000236965_prok_01156","GCA_000763325_prok_02283","GCA_001465325_prok_02562","GCA_001665495_prok_01927","GCA_001886355_prok_00321","GCA_001894905_prok_04357","GCA_002215235_prok_02546","GCA_003004765_prok_02793","GCA_003288095_prok_01596","GCA_003633655_prok_01501","GCA_004153645_prok_03025","GCA_009831075_prok_01775","GCA_900105195_prok_04134","GCA_900177695_prok_03638","GCA_900455725_prok_04148"
"menF_2","","Isochorismate synthase MenF","15","15","1","43","10960","","","","1289","1352","1332","GCA_000236965_prok_01163","GCA_000763325_prok_02289","GCA_001465325_prok_02568","GCA_001665495_prok_01921","GCA_001886355_prok_00327","GCA_001894905_prok_04363","GCA_002215235_prok_02552","GCA_003004765_prok_02799","GCA_003288095_prok_01602","GCA_003633655_prok_01495","GCA_004153645_prok_03019","GCA_009831075_prok_01781","GCA_900105195_prok_04128","GCA_900177695_prok_03632","GCA_900455725_prok_04154"
"pdxH_2","","Pyridoxine/pyridoxamine 5'-phosphate oxidase","15","15","1","43","10938","","","","671","698","672","GCA_000236965_prok_01184","GCA_000763325_prok_02310","GCA_001465325_prok_02590","GCA_001665495_prok_01900","GCA_001886355_prok_00348","GCA_001894905_prok_04385","GCA_002215235_prok_02329","GCA_003004765_prok_02821","GCA_003288095_prok_01623","GCA_003633655_prok_01474","GCA_004153645_prok_02999","GCA_009831075_prok_01803","GCA_900105195_prok_04106","GCA_900177695_prok_03610","GCA_900455725_prok_04174"
